,CenLat,CenLon,Slope,Zmin,Zmed,Zmax,Area,Aspect,Lmax,avg predicted thickness,predicted thickness std dev
0,76.7052,17.0347,16.7,142,268,459,0.597,204,1388,75.93491,6.6370964
1,76.7872,16.1891,18.3,234,343,582,0.581,277,1658,71.60099,7.3027444
2,76.9194,16.3915,19.8,157,330,540,0.388,222,1200,75.25874,6.931086
3,76.9423,15.9932,13.8,665,799,933,1.044,62,1075,86.2043,4.813009
4,76.9564,16.4966,17.7,186,263,396,0.5,35,1068,90.96294,4.850579
5,76.9375,16.4289,12.6,111,311,621,13.618,336,8187,69.675316,6.1048007
6,76.9661,16.4263,16.3,143,242,411,0.559,328,1536,68.894684,8.554472
7,77.0379,16.1035,14.8,85,210,425,1.577,273,2103,71.12739,7.4543223
8,77.0472,15.2714,19.9,277,376,541,0.651,338,1378,67.04645,8.747879
9,77.043,15.7801,16.0,202,373,634,1.456,201,2374,76.676414,6.2058225
10,77.0498,16.0916,15.3,115,228,407,0.659,266,1146,71.04394,7.512136
11,77.0683,15.893,21.7,111,246,529,0.513,271,1246,72.1328,7.5795374
12,77.0789,15.7598,51.0,270,426,516,0.083,54,334,89.11584,4.934886
13,77.08,15.8767,28.4,165,332,580,0.194,259,757,72.38369,7.483824
14,77.0813,15.7456,31.4,212,480,720,0.312,51,1047,93.31157,4.9368234
15,77.0842,15.8585,26.6,112,189,393,0.229,231,724,72.90097,7.264117
16,77.1193,15.3078,22.7,249,450,822,0.688,293,1669,71.91516,7.6876817
17,77.1532,15.2635,18.2,322,465,700,0.559,279,1831,71.69475,7.177481
18,77.1646,15.2666,19.4,299,418,566,0.329,267,1152,70.72524,7.1699715
19,77.1711,17.3325,19.0,274,385,489,0.439,176,995,76.61455,6.0135093
20,77.3137,14.6749,19.4,285,437,574,0.552,278,1408,70.39603,7.2809777
21,77.3246,14.6474,18.5,321,429,636,0.469,282,1031,69.09834,7.480926
22,77.3241,17.3663,16.5,109,243,444,0.951,72,1914,89.201546,4.6595063
23,77.3469,16.0997,19.4,294,461,628,1.025,346,1190,66.42579,8.921426
24,79.4014,23.5121,4.4,11,281,666,1095.853,179,50954,705.1792,549.78613
25,79.3657,24.447,3.4,28,199,386,153.538,158,18363,138.26675,75.15784
26,79.5931,24.5544,9.0,2,501,767,1226.367,147,56487,785.3657,615.2501
27,79.6073,25.2752,3.2,48,350,642,249.109,140,23275,189.81076,123.013176
28,79.7418,25.601,10.8,10,500,738,662.905,131,35861,436.5258,331.8902
29,79.8072,26.3482,8.7,1,355,613,175.992,123,19358,150.2807,86.03118
30,79.8722,26.6074,9.0,20,315,582,218.616,110,25966,180.50311,107.46976
31,80.2419,20.2284,15.6,68,387,619,16.277,21,7065,77.77438,4.8718987
32,80.2055,20.0636,15.1,22,417,618,38.758,266,11365,78.40582,17.612406
33,80.1519,20.1708,18.6,160,434,604,82.176,252,12753,94.865486,39.979862
34,80.0371,21.3418,7.4,16,483,626,224.739,30,23042,175.6061,109.23918
35,80.1855,20.5652,14.2,8,462,617,67.387,61,12195,89.75275,30.828186
36,79.9838,21.8724,8.9,24,394,595,112.063,67,14041,110.736465,52.468468
37,79.9525,19.4023,11.7,95,438,584,61.667,311,8889,80.866066,30.131554
38,79.8907,19.0047,11.3,92,358,536,54.782,313,6122,73.82264,26.858982
39,79.8836,21.8543,5.8,52,395,560,56.294,133,9780,80.1623,25.40338
40,80.1199,20.9865,13.0,3,416,600,158.996,34,23062,147.40239,75.634705
41,79.8936,21.4968,8.2,0,456,627,109.841,173,16494,114.706795,53.07565
42,79.8517,21.1601,7.4,34,338,569,44.96,181,10382,77.52829,19.355827
43,80.017,19.1828,7.7,219,251,289,1.397,195,1527,73.10592,6.2657924
44,79.8928,18.6958,8.2,150,224,274,8.6,312,2088,58.334175,6.436154
45,80.4086,19.5886,14.3,58,373,609,5.053,177,3379,74.71975,5.676824
46,80.3341,20.2312,12.5,138,186,260,0.705,23,965,91.12281,4.8915157
47,80.4674,19.7338,19.5,154,243,390,0.517,76,1063,87.19464,4.764008
48,80.3812,20.1168,11.2,12,129,177,1.56,287,1423,69.7553,7.8851867
49,80.4094,19.9346,12.1,57,159,440,4.121,127,3441,78.25567,5.3433733
50,80.2838,20.0943,10.9,180,326,422,3.615,27,2408,86.11753,4.355884
51,80.2774,20.2235,11.4,245,417,494,1.727,39,1738,89.6558,4.488269
52,80.2552,20.0902,13.0,94,363,472,13.573,312,4668,64.133255,5.323163
53,80.2375,20.4525,11.7,140,403,605,15.223,16,4017,69.398636,3.0920832
54,80.4274,19.6031,23.0,190,246,424,0.465,53,931,89.21652,4.777059
55,80.4263,19.7955,11.8,278,425,472,1.635,286,1047,67.30288,7.5767236
56,80.4198,19.6594,23.8,88,212,473,0.555,88,1319,87.86948,4.953411
57,80.4397,19.7808,6.7,365,400,427,0.391,281,662,67.82383,7.678104
58,80.4446,19.8107,26.4,114,177,366,0.286,53,519,88.9968,4.925599
59,79.9329,26.7924,6.1,51,308,503,79.912,98,14359,99.18261,37.371628
60,79.9971,26.7928,6.6,50,298,502,84.651,76,14954,102.20563,39.313595
61,80.0132,26.0182,9.3,5,456,693,692.661,36,40119,453.4773,346.67203
